Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
6074000	-11.892344	423	0.594133	0.594133	0.003227	0.996773	0.999871	0.000129	
6075000	-7.595489	186	5.341894	5.341894	0.214932	0.785068	0.982120	0.017880	
6076000	-9.361468	22	1.657285	1.657285	0.013150	0.986850	0.999659	0.000341	
6077000	-9.232172	322	1.161939	1.161939	0.014121	0.985879	0.806078	0.193922	
6078000	-8.450587	2	1.598374	1.598374	0.031546	0.968454	0.992547	0.007453	
6079000	-12.126775	100	0.477197	0.477197	0.003490	0.996510	0.952282	0.047718	
6080000	-9.476614	463	1.544916	1.544916	0.043702	0.956298	0.988238	0.011762	
6081000	-7.256434	267	4.840120	4.840120	0.140765	0.859235	0.974160	0.025840	
6082000	-8.331509	364	3.038839	3.038839	0.059902	0.940098	0.779848	0.220152	
6083000	-7.627622	195	2.527710	2.527710	0.037858	0.962142	0.984515	0.015485	
6084000	-9.691679	39	1.168889	1.168889	0.015384	0.984616	0.994323	0.005677	
6085000	-8.525288	294	1.637724	1.637724	0.032535	0.967465	0.992541	0.007459	
6086000	-8.109595	364	3.807157	3.807157	0.087410	0.912590	0.777327	0.222673	
6087000	-8.809056	209	2.184283	2.184283	0.034924	0.965076	0.981883	0.018117	
6088000	-7.903106	93	2.493224	2.493224	0.045236	0.954764	0.912042	0.087958	
6089000	-8.966661	481	1.514697	1.514697	0.047850	0.952150	0.995519	0.004481	
6090000	-8.909674	266	1.862286	1.862286	0.047510	0.952490	0.908964	0.091036	
6091000	-7.912536	156	2.551651	2.551651	0.051427	0.948573	0.997966	0.002034	
6092000	-8.721781	408	2.645970	2.645970	0.065105	0.934895	0.760406	0.239594	
6093000	-8.785395	103	1.807611	1.807611	0.028292	0.971708	0.980467	0.019533	
6094000	-9.209886	22	1.790779	1.790779	0.015312	0.984688	0.999599	0.000401	
6095000	-8.411680	80	1.799657	1.799657	0.024593	0.975407	0.982023	0.017977	
6096000	-8.372605	341	3.120148	3.120148	0.080201	0.919799	0.989969	0.010031	
6097000	-9.275101	399	2.240703	2.240703	0.036388	0.963612	0.989261	0.010739	
6098000	-8.906798	155	2.267729	2.267729	0.034744	0.965256	0.993003	0.006997	
6099000	-8.044598	476	3.105556	3.105556	0.042953	0.957047	0.991395	0.008605	
6100000	-8.034988	303	2.165143	2.165143	0.077615	0.922385	0.986928	0.013072	
6101000	-8.279036	173	2.355664	2.355664	0.045609	0.954391	0.896366	0.103634	
6102000	-10.354092	186	0.918547	0.918547	0.022382	0.977618	0.997374	0.002626	
6103000	-7.698218	293	4.781245	4.781245	0.211529	0.788471	0.987289	0.012711	
6104000	-9.639157	288	1.370661	1.370661	0.034014	0.965986	0.977501	0.022499	
6105000	-9.221287	75	1.469355	1.469355	0.026096	0.973904	0.999196	0.000804	
6106000	-8.940817	45	1.724002	1.724002	0.025781	0.974219	0.998978	0.001022	
6107000	-8.235749	192	2.910218	2.910218	0.098270	0.901730	0.983924	0.016076	
6108000	-8.720462	86	1.256646	1.256646	0.012407	0.987593	0.994433	0.005567	
6109000	-8.461713	72	1.924822	1.924822	0.047013	0.952987	0.984900	0.015100	
6110000	-11.046759	223	0.681284	0.681284	0.003386	0.996614	0.776995	0.223005	
6111000	-8.364161	336	2.087650	2.087650	0.048536	0.951464	0.980495	0.019505	
6112000	-8.476430	109	1.931772	1.931772	0.042263	0.957737	0.779883	0.220117	
6113000	-8.985915	456	2.209442	2.209442	0.042293	0.957707	0.997325	0.002675	
6114000	-7.278264	241	5.668008	5.668008	0.185097	0.814903	0.988698	0.011302	
6115000	-9.060484	79	1.434129	1.434129	0.020607	0.979393	0.995834	0.004166	
6116000	-8.169486	18	1.921545	1.921545	0.016813	0.983187	0.776591	0.223409	
6117000	-11.045220	298	0.759116	0.759116	0.006887	0.993113	0.994551	0.005449	
6118000	-7.814109	243	2.679067	2.679067	0.111684	0.888316	0.886624	0.113376	
6119000	-8.841523	72	1.541558	1.541558	0.031019	0.968981	0.987851	0.012149	
6120000	-7.598193	480	3.695945	3.695945	0.116363	0.883637	0.990615	0.009385	
6121000	-8.728021	243	1.445860	1.445860	0.038844	0.961156	0.889269	0.110731	
6122000	-7.916768	296	2.492272	2.492272	0.058235	0.941765	0.960809	0.039191	
6123000	-7.468088	446	6.442259	6.442259	0.217660	0.782340	0.983363	0.016637	
6124000	-8.421034	235	3.324519	3.324519	0.153927	0.846073	0.956690	0.043310	
6125000	-9.202015	190	1.683718	1.683718	0.019181	0.980819	0.995402	0.004598	
6126000	-8.080738	177	3.182606	3.182606	0.104824	0.895176	0.982495	0.017505	
6127000	-8.215996	454	3.549662	3.549662	0.175512	0.824488	0.912458	0.087542	
6128000	-8.422305	167	2.091859	2.091859	0.034413	0.965587	0.869868	0.130132	
6129000	-8.852772	234	1.782442	1.782442	0.030505	0.969495	0.998439	0.001561	
6130000	-9.300411	401	1.679058	1.679058	0.034733	0.965267	0.973432	0.026568	
6131000	-9.130331	122	1.775507	1.775507	0.026215	0.973785	0.997745	0.002255	
6132000	-8.337089	445	3.860194	3.860194	0.130000	0.870000	0.993967	0.006033	
6133000	-7.784586	161	4.208770	4.208770	0.174784	0.825216	0.865158	0.134842	
6134000	-8.978534	182	1.617897	1.617897	0.045530	0.954470	0.986406	0.013594	
6135000	-9.535708	474	1.390489	1.390489	0.022477	0.977523	0.998245	0.001755	
6136000	-8.098185	284	4.862692	4.862692	0.181013	0.818987	0.962653	0.037347	
6137000	-8.265563	189	1.634618	1.634618	0.038136	0.961864	0.995760	0.004240	
6138000	-8.251496	213	3.729552	3.729552	0.106761	0.893239	0.763473	0.236527	
6139000	-7.477762	135	2.816587	2.816587	0.106133	0.893867	0.991613	0.008387	
6140000	-7.585254	281	3.735400	3.735400	0.065008	0.934992	0.983262	0.016738	
6141000	-7.439373	314	6.023636	6.023636	0.243218	0.756782	0.986613	0.013387	
6142000	-7.867969	101	3.066770	3.066770	0.090454	0.909546	0.988302	0.011698	
6143000	-7.831268	146	4.290229	4.290229	0.126456	0.873544	0.935281	0.064719	
6144000	-9.239409	123	2.043338	2.043338	0.027017	0.972983	0.995923	0.004077	
6145000	-9.220635	217	1.578355	1.578355	0.020377	0.979623	0.989188	0.010812	
6146000	-8.180106	268	3.072890	3.072890	0.073115	0.926885	0.968089	0.031911	
6147000	-8.795174	235	2.510325	2.510325	0.102221	0.897779	0.967668	0.032332	
6148000	-10.622913	223	0.809172	0.809172	0.004772	0.995228	0.776138	0.223862	
6149000	-8.993298	366	2.343302	2.343302	0.063952	0.936048	0.755522	0.244478	
6150000	-8.401579	296	1.812640	1.812640	0.032347	0.967653	0.971517	0.028483	
6151000	-8.826465	57	1.762837	1.762837	0.012879	0.987121	0.988864	0.011136	
6152000	-7.582218	491	4.358619	4.358619	0.148684	0.851316	0.963772	0.036228	
6153000	-8.560753	477	2.384414	2.384414	0.063260	0.936740	0.978794	0.021206	
6154000	-7.518826	242	4.535922	4.535922	0.116193	0.883807	0.947251	0.052749	
6155000	-9.962775	418	1.506646	1.506646	0.015423	0.984577	0.976138	0.023862	
6156000	-8.694310	214	2.640506	2.640506	0.046829	0.953171	0.989087	0.010913	
6157000	-10.481474	94	1.014984	1.014984	0.006920	0.993080	0.998691	0.001309	
6158000	-8.139371	72	2.399955	2.399955	0.070014	0.929986	0.980939	0.019061	
6159000	-9.501994	40	1.002826	1.002826	0.008431	0.991569	0.877258	0.122742	
6160000	-8.204688	33	3.110241	3.110241	0.096597	0.903403	0.901807	0.098193	
6161000	-8.554045	217	2.348320	2.348320	0.043434	0.956566	0.983671	0.016329	
6162000	-10.548308	199	0.614866	0.614866	0.005462	0.994538	0.999987	0.000013	
6163000	-7.926483	484	2.216522	2.216522	0.047189	0.952811	0.989700	0.010300	
6164000	-7.381392	66	5.812662	5.812662	0.164418	0.835582	0.970562	0.029438	
6165000	-8.023020	89	2.785815	2.785815	0.083458	0.916542	0.993311	0.006689	
6166000	-8.491192	240	1.792847	1.792847	0.023678	0.976322	0.846133	0.153867	
6167000	-8.276597	278	1.856947	1.856947	0.027712	0.972288	0.997672	0.002328	
6168000	-8.083895	169	2.278600	2.278600	0.066700	0.933300	0.958256	0.041744	
6169000	-7.772445	129	3.268618	3.268618	0.068353	0.931647	0.986715	0.013285	
6170000	-9.454813	347	1.511707	1.511707	0.029110	0.970890	0.824682	0.175318	
6171000	-7.450921	178	3.736279	3.736279	0.162745	0.837255	0.927575	0.072425	
6172000	-9.266157	350	1.178366	1.178366	0.033090	0.966910	0.996203	0.003797	
6173000	-11.464146	423	0.703582	0.703582	0.004509	0.995491	0.999819	0.000181	
6174000	-8.244955	257	2.725685	2.725685	0.081365	0.918635	0.983166	0.016834	
6175000	-7.929811	349	2.881279	2.881279	0.051517	0.948483	0.993008	0.006992	
6176000	-7.812881	376	5.426809	5.426809	0.157998	0.842002	0.980038	0.019962	
6177000	-8.460403	11	2.125261	2.125261	0.038140	0.961860	0.996318	0.003682	
6178000	-9.912180	305	0.923277	0.923277	0.005393	0.994607	0.987621	0.012379	
6179000	-10.005894	291	1.327583	1.327583	0.014029	0.985971	0.992108	0.007892	
6180000	-7.752744	316	3.729819	3.729819	0.079135	0.920865	0.991344	0.008656	
6181000	-9.430892	428	0.883193	0.883193	0.004762	0.995238	0.998398	0.001602	
6182000	-7.231796	82	3.433454	3.433454	0.110238	0.889762	0.862378	0.137622	
6183000	-9.109562	377	1.248410	1.248410	0.014728	0.985272	0.985296	0.014704	
6184000	-9.318030	360	1.373990	1.373990	0.010090	0.989910	0.997722	0.002278	
6185000	-7.988044	189	1.942668	1.942668	0.052554	0.947446	0.994850	0.005150	
6186000	-7.810100	135	2.147051	2.147051	0.073808	0.926192	0.993987	0.006013	
6187000	-8.817958	397	2.209612	2.209612	0.047477	0.952523	0.991279	0.008721	
6188000	-8.039569	462	2.355871	2.355871	0.035364	0.964636	0.988344	0.011656	
6189000	-7.669346	25	3.526101	3.526101	0.092201	0.907799	0.976724	0.023276	
6190000	-8.874693	388	1.491399	1.491399	0.034221	0.965779	0.981111	0.018889	
6191000	-9.736143	344	1.222733	1.222733	0.009728	0.990272	0.781581	0.218419	
6192000	-8.820705	195	1.212733	1.212733	0.009085	0.990915	0.992994	0.007006	
6193000	-7.700770	59	2.790755	2.790755	0.060704	0.939296	0.904297	0.095703	
6194000	-7.557383	18	2.936310	2.936310	0.037869	0.962131	0.772554	0.227446	
6195000	-8.737364	228	2.056135	2.056135	0.044323	0.955677	0.993487	0.006513	
6196000	-7.935790	266	4.829904	4.829904	0.213285	0.786715	0.890738	0.109262	
6197000	-9.082284	463	1.929878	1.929878	0.060105	0.939895	0.985225	0.014775	
6198000	-8.339684	99	3.260583	3.260583	0.102979	0.897021	0.851345	0.148655	
6199000	-7.339800	321	4.672129	4.672129	0.209666	0.790334	0.991359	0.008641	
6200000	-8.630685	377	1.607402	1.607402	0.024024	0.975976	0.982675	0.017325	
6201000	-8.069598	38	4.411315	4.411315	0.182063	0.817937	0.993349	0.006651	
6202000	-7.713887	54	3.476684	3.476684	0.125936	0.874064	0.994751	0.005249	
6203000	-7.277344	40	4.022764	4.022764	0.114985	0.885015	0.864300	0.135700	
6204000	-8.337391	294	1.838406	1.838406	0.040508	0.959492	0.991559	0.008441	
6205000	-10.217796	17	1.643887	1.643887	0.019923	0.980077	0.998349	0.001651	
6206000	-9.533191	472	2.035497	2.035497	0.038176	0.961824	0.785235	0.214765	
6207000	-10.244115	223	0.949181	0.949181	0.006555	0.993445	0.775197	0.224803	
6208000	-8.588785	296	1.629878	1.629878	0.026438	0.973562	0.974394	0.025606	
6209000	-7.418711	342	3.762280	3.762280	0.124756	0.875244	0.980553	0.019447	
6210000	-8.520914	436	2.307179	2.307179	0.088738	0.911262	0.994645	0.005355	
6211000	-10.085713	2	0.717582	0.717582	0.006647	0.993353	0.996758	0.003242	
6212000	-7.953830	287	2.859318	2.859318	0.057711	0.942289	0.989000	0.011000	
6213000	-8.300027	296	1.926120	1.926120	0.036260	0.963740	0.969730	0.030270	
6214000	-7.970944	73	2.833724	2.833724	0.067233	0.932767	0.980047	0.019953	
6215000	-12.440961	331	0.416775	0.416775	0.013555	0.986445	0.853141	0.146859	
6216000	-7.643557	46	3.760885	3.760885	0.060434	0.939566	0.992492	0.007508	
6217000	-8.181093	484	1.839412	1.839412	0.033188	0.966812	0.991541	0.008459	
6218000	-8.571286	382	2.485981	2.485981	0.049480	0.950520	0.998680	0.001320	
6219000	-8.049668	482	2.403910	2.403910	0.051119	0.948881	0.995365	0.004635	
6220000	-8.533402	410	1.699839	1.699839	0.038988	0.961012	0.984823	0.015177	
6221000	-7.188655	189	4.523809	4.523809	0.205146	0.794854	0.985745	0.014255	
6222000	-9.557668	262	1.244045	1.244045	0.018537	0.981463	0.999678	0.000322	
6223000	-10.126308	376	0.827947	0.827947	0.007912	0.992088	0.997191	0.002809	
6224000	-8.116064	243	2.108630	2.108630	0.075608	0.924392	0.887877	0.112123	
6225000	-8.740824	175	1.946595	1.946595	0.036110	0.963890	0.760858	0.239142	
6226000	-9.337266	16	2.793991	2.793991	0.113765	0.886235	0.997347	0.002653	
6227000	-9.420943	325	2.008022	2.008022	0.067808	0.932192	0.998968	0.001032	
6228000	-8.771108	7	1.881117	1.881117	0.037705	0.962295	0.993467	0.006533	
6229000	-9.798778	329	1.135845	1.135845	0.024167	0.975833	0.990477	0.009523	
6230000	-7.979397	353	7.620684	7.620684	0.242147	0.757853	0.966570	0.033430	
6231000	-9.938407	246	1.352474	1.352474	0.029540	0.970460	0.995915	0.004085	
6232000	-8.351902	4	2.379254	2.379254	0.048627	0.951373	0.993965	0.006035	
6233000	-8.967304	313	1.430381	1.430381	0.011079	0.988921	0.999849	0.000151	
6234000	-8.237103	400	1.614245	1.614245	0.009173	0.990827	0.998581	0.001419	
6235000	-8.300916	69	2.839335	2.839335	0.057785	0.942215	0.973580	0.026420	
6236000	-7.855813	41	2.473643	2.473643	0.051017	0.948983	0.992373	0.007627	
6237000	-8.034052	145	1.441918	1.441918	0.018149	0.981851	0.852570	0.147430	
6238000	-7.755352	348	2.837165	2.837165	0.047443	0.952557	0.661877	0.338123	
6239000	-10.242552	41	0.717850	0.717850	0.004752	0.995248	0.998034	0.001966	
6240000	-7.988250	146	3.456126	3.456126	0.088892	0.911108	0.947692	0.052308	
6241000	-8.662534	264	2.471298	2.471298	0.061024	0.938976	0.998797	0.001203	
6242000	-7.890453	226	5.222974	5.222974	0.221004	0.778996	0.883742	0.116258	
6243000	-7.946923	447	2.829106	2.829106	0.034820	0.965180	0.887417	0.112583	
6244000	-8.626775	329	2.143736	2.143736	0.065045	0.934955	0.981755	0.018245	
6245000	-7.906637	140	5.380316	5.380316	0.240696	0.759304	0.964203	0.035797	
6246000	-8.037396	403	2.355554	2.355554	0.085637	0.914363	0.829637	0.170363	
6247000	-8.031224	302	3.087450	3.087450	0.055111	0.944889	0.994671	0.005329	
6248000	-7.647604	73	4.452773	4.452773	0.127177	0.872823	0.968007	0.031993	
6249000	-8.559602	41	1.571142	1.571142	0.021884	0.978116	0.995435	0.004565	
6250000	-7.943022	299	3.346160	3.346160	0.129761	0.870239	0.984613	0.015387	
6251000	-8.812064	54	1.528630	1.528630	0.029431	0.970569	0.999005	0.000995	
6252000	-9.299124	500	1.082559	1.082559	0.006881	0.993119	0.999869	0.000131	
6253000	-8.024115	296	2.305487	2.305487	0.050571	0.949429	0.963753	0.036247	
6254000	-9.874954	300	0.840984	0.840984	0.010351	0.989649	0.849009	0.150991	
6255000	-9.734559	110	1.335102	1.335102	0.032453	0.967547	0.995857	0.004143	
6256000	-7.839733	194	2.957254	2.957254	0.054095	0.945905	0.997914	0.002086	
6257000	-8.733833	46	1.755026	1.755026	0.013752	0.986248	0.996603	0.003397	
6258000	-7.426485	138	3.552218	3.552218	0.089784	0.910216	0.989009	0.010991	
6259000	-9.553482	16	2.458648	2.458648	0.093984	0.906016	0.997951	0.002049	
6260000	-10.569678	239	0.807218	0.807218	0.009075	0.990925	0.998842	0.001158	
6261000	-7.768268	125	2.115670	2.115670	0.052685	0.947315	0.996613	0.003387	
6262000	-11.706094	148	0.834297	0.834297	0.034302	0.965698	0.999330	0.000670	
6263000	-8.295955	145	1.245797	1.245797	0.013783	0.986217	0.853758	0.146242	
6264000	-9.810077	450	1.398196	1.398196	0.020560	0.979440	0.970660	0.029340	
6265000	-8.305756	328	2.205890	2.205890	0.039098	0.960902	0.989427	0.010573	
6266000	-8.857074	22	2.173541	2.173541	0.022345	0.977655	0.999396	0.000604	
6267000	-8.602926	366	3.179296	3.179296	0.104634	0.895366	0.746007	0.253993	
6268000	-9.151354	108	1.577735	1.577735	0.040563	0.959437	0.974169	0.025831	
6269000	-8.977715	111	2.019860	2.019860	0.036121	0.963879	0.872199	0.127801	
6270000	-9.198674	275	1.851125	1.851125	0.057126	0.942874	0.989007	0.010993	
6271000	-7.701585	10	2.963052	2.963052	0.087535	0.912465	0.969141	0.030859	
6272000	-9.635865	119	1.630053	1.630053	0.038432	0.961568	0.984611	0.015389	
6273000	-9.022218	312	1.635356	1.635356	0.018980	0.981020	0.802115	0.197885	
6274000	-8.040214	52	2.553821	2.553821	0.064473	0.935527	0.990012	0.009988	
6275000	-7.892553	146	3.894473	3.894473	0.108379	0.891621	0.941158	0.058842	
6276000	-7.801108	18	2.430199	2.430199	0.026462	0.973538	0.774601	0.225399	
6277000	-8.650836	50	2.373891	2.373891	0.057558	0.942442	0.994039	0.005961	
6278000	-9.138758	251	2.401280	2.401280	0.050570	0.949430	0.974535	0.025465	
6279000	-7.884080	29	4.429183	4.429183	0.121315	0.878685	0.964594	0.035406	
6280000	-9.588726	374	1.201398	1.201398	0.021230	0.978770	0.997726	0.002274	
6281000	-11.468854	7	0.530801	0.530801	0.003141	0.996859	0.998313	0.001687	
6282000	-8.621166	132	2.083836	2.083836	0.031631	0.968369	0.998036	0.001964	
6283000	-8.285029	23	2.397561	2.397561	0.104781	0.895219	0.998298	0.001702	
6284000	-7.973798	277	4.301207	4.301207	0.166582	0.833418	0.807830	0.192170	
6285000	-8.953528	62	1.666797	1.666797	0.030376	0.969624	0.997716	0.002284	
6286000	-8.642616	94	2.515049	2.515049	0.039841	0.960159	0.996211	0.003789	
6287000	-9.446681	462	1.001631	1.001631	0.006682	0.993318	0.995329	0.004671	
6288000	-7.672550	26	5.361802	5.361802	0.189653	0.810347	0.974831	0.025169	
6289000	-10.103684	467	1.282150	1.282150	0.008883	0.991117	0.995234	0.004766	
6290000	-8.857259	185	3.324608	3.324608	0.141254	0.858746	0.972912	0.027088	
6291000	-8.120691	270	2.429185	2.429185	0.053762	0.946238	0.999259	0.000741	
6292000	-7.895342	4	3.459949	3.459949	0.089759	0.910241	0.990726	0.009274	
6293000	-9.324596	339	1.574702	1.574702	0.047934	0.952066	0.992779	0.007221	
6294000	-7.937490	195	1.997494	1.997494	0.024144	0.975856	0.988044	0.011956	
6295000	-8.284272	63	1.871987	1.871987	0.018584	0.981416	0.990232	0.009768	
6296000	-8.520275	438	1.864094	1.864094	0.024507	0.975493	0.858582	0.141418	
6297000	-8.246703	243	1.928492	1.928492	0.064897	0.935103	0.888262	0.111738	
6298000	-9.341894	56	0.981336	0.981336	0.007026	0.992974	0.997452	0.002548	
6299000	-8.274847	46	2.287437	2.287437	0.023272	0.976728	0.995536	0.004464	
6300000	-8.277986	83	3.137630	3.137630	0.143694	0.856306	0.737007	0.262993	
6301000	-8.092995	84	2.683627	2.683627	0.064434	0.935566	0.994952	0.005048	
6302000	-10.170513	411	1.211842	1.211842	0.033716	0.966284	0.863596	0.136404	
6303000	-7.593879	377	3.739306	3.739306	0.109731	0.890269	0.965449	0.034551	
6304000	-9.063240	313	1.365172	1.365172	0.010110	0.989890	0.999863	0.000137	
6305000	-9.010893	407	1.152669	1.152669	0.020461	0.979539	0.996225	0.003775	
6306000	-8.049295	283	2.100738	2.100738	0.029918	0.970082	0.996167	0.003833	
6307000	-7.867216	348	2.580451	2.580451	0.039642	0.960358	0.663108	0.336892	
6308000	-8.046256	302	3.051480	3.051480	0.053965	0.946035	0.994760	0.005240	
6309000	-7.591591	54	4.210467	4.210467	0.167851	0.832149	0.992253	0.007747	
6310000	-9.098499	149	1.843004	1.843004	0.014898	0.985102	0.989376	0.010624	
6311000	-8.663913	373	1.704862	1.704862	0.028208	0.971792	0.997521	0.002479	
6312000	-8.494100	330	2.602801	2.602801	0.082451	0.917549	0.685112	0.314888	
6313000	-10.228514	193	1.138910	1.138910	0.014326	0.985674	0.997392	0.002608	
6314000	-8.755935	461	2.592441	2.592441	0.066070	0.933930	0.987998	0.012002	
6315000	-8.349833	329	2.615297	2.615297	0.088328	0.911672	0.977589	0.022411	
6316000	-8.424053	21	1.553345	1.553345	0.031961	0.968039	0.989801	0.010199	
6317000	-10.064270	358	1.079165	1.079165	0.011635	0.988365	0.990900	0.009100	
6318000	-7.889179	62	3.533796	3.533796	0.110455	0.889545	0.994086	0.005914	
6319000	-9.039386	125	0.974119	0.974119	0.012032	0.987968	0.999293	0.000707	
6320000	-8.318656	75	2.583741	2.583741	0.073704	0.926296	0.997496	0.002504	
6321000	-8.090281	465	2.302972	2.302972	0.065222	0.934778	0.988087	0.011913	
6322000	-7.851786	329	4.681584	4.681584	0.199140	0.800860	0.958719	0.041281	
6323000	-7.960191	287	2.843655	2.843655	0.057150	0.942850	0.989078	0.010922	
6324000	-8.058857	56	1.986173	1.986173	0.027713	0.972287	0.994586	0.005414	
6325000	-9.492998	317	1.434915	1.434915	0.025835	0.974165	0.986958	0.013042	
6326000	-9.086217	9	1.743888	1.743888	0.027514	0.972486	0.995271	0.004729	
6327000	-8.814403	200	1.840769	1.840769	0.026683	0.973317	0.995803	0.004197	
6328000	-8.548201	305	1.843535	1.843535	0.020929	0.979071	0.975203	0.024797	
6329000	-8.242591	238	2.577754	2.577754	0.078088	0.921912	0.988174	0.011826	
6330000	-8.210680	368	2.312874	2.312874	0.032243	0.967757	0.981931	0.018069	
6331000	-8.157999	128	6.081849	6.081849	0.155696	0.844304	0.897914	0.102086	
6332000	-8.159666	451	2.694305	2.694305	0.057380	0.942620	0.960540	0.039460	
6333000	-8.904659	118	1.384704	1.384704	0.025065	0.974935	0.988587	0.011413	
6334000	-8.778582	426	2.160215	2.160215	0.038322	0.961678	0.833307	0.166693	
6335000	-8.268389	237	2.434970	2.434970	0.036862	0.963138	0.927625	0.072375	
6336000	-8.688325	416	2.107252	2.107252	0.065761	0.934239	0.988454	0.011546	
6337000	-8.250829	199	1.911363	1.911363	0.048887	0.951113	0.999794	0.000206	
6338000	-7.869214	100	4.533065	4.533065	0.151598	0.848402	0.936555	0.063445	
6339000	-7.848532	465	2.780567	2.780567	0.088886	0.911114	0.985397	0.014603	
